,location,total_sqft,bath,price,bhk,encoded_loc
8911,Sector 2 HSR Layout,1600.0,3,90.0,3,210
8912,others,1250.0,2,55.0,2,245
8913,Sarjapur  Road,1665.0,3,74.93,3,208
8914,Singasandra,1416.0,2,67.0,2,215
8915,Jigani,1231.0,3,58.0,3,121
8916,Yelahanka,1664.0,3,73.95,3,241
8917,TC Palaya,2000.0,3,76.0,3,221
8918,Rajiv Nagar,972.0,2,43.0,2,200
8919,others,4500.0,4,345.0,4,245
8920,Bellandur,1185.0,2,47.39,2,44
8921,Green Glen Layout,1750.0,3,81.0,3,89
8922,others,3155.0,4,316.0,3,245
8923,Balagere,1007.0,2,68.0,2,29
8924,Whitefield,1250.0,2,85.0,2,239
8925,others,1200.0,2,54.0,2,245
8926,Horamavu Agara,994.0,2,42.28,2,105
8927,Ramamurthy Nagar,1150.0,2,40.0,2,202
8928,Thanisandra,1220.0,2,46.0,2,223
8929,others,1441.0,2,115.0,2,245
8930,Thigalarapalya,1400.0,2,105.0,2,224
8931,Tindlu,1370.07,3,65.0,3,227
8932,Judicial Layout,900.0,2,40.0,2,122
8933,others,418.0,1,17.0,1,245
8934,others,1200.0,3,80.0,3,245
8935,ISRO Layout,1200.0,2,43.0,2,113
8936,Talaghattapura,1062.0,2,42.48,2,222
8937,Kanakpura Road,1120.0,2,51.0,2,136
8938,Bannerghatta Road,1012.0,2,44.0,2,38
8939,others,675.0,2,13.5,2,245
8940,Kanakpura Road,1430.0,2,78.0,2,136
8941,Channasandra,1195.0,2,56.0,3,60
8942,Hennur Road,1570.0,3,75.99,3,103
8943,Sonnenahalli,1011.0,2,59.0,2,218
8944,7th Phase JP Nagar,1450.0,2,102.0,3,8
8945,Sarjapur  Road,1129.0,2,69.0,2,208
8946,Sarjapura - Attibele Road,1126.0,2,36.0,2,209
8947,Attibele,1200.0,3,110.0,3,23
8948,Sarjapur  Road,1180.0,2,45.0,3,208
8949,Hennur Road,1933.0,3,140.0,3,103
8950,TC Palaya,1082.0,2,64.0,2,221
8951,others,610.0,1,28.0,1,245
8952,Raja Rajeshwari Nagar,1560.0,4,160.0,4,198
8953,CV Raman Nagar,1125.0,2,46.0,2,57
8954,others,2400.0,7,107.0,6,245
8955,Kengeri Satellite Town,777.4,2,25.0,2,145
8956,Battarahalli,2500.0,3,65.0,4,41
8957,Old Airport Road,1798.0,3,150.0,3,188
8958,others,1864.0,3,120.0,3,245
8959,Whitefield,1115.0,2,51.91,2,239
8960,Kengeri,400.0,1,25.0,1,144
8961,Rajaji Nagar,1200.0,2,70.0,2,199
8962,Ananth Nagar,992.0,2,24.8,2,18
8963,others,950.0,2,57.0,2,245
8964,Bellandur,1200.0,2,62.0,2,44
8965,GM Palaya,1735.0,3,70.0,3,83
8966,BTM 2nd Stage,1750.0,3,172.0,3,26
8967,Jalahalli,1470.0,2,102.0,3,119
8968,Bannerghatta Road,1527.0,3,115.0,3,38
8969,others,985.0,2,45.0,2,245
8970,Chandapura,3300.0,4,135.0,4,59
8971,Whitefield,1277.0,2,77.0,2,239
8972,others,1100.0,2,62.0,2,245
8973,Whitefield,1820.0,3,140.0,3,239
8974,others,1530.0,3,87.0,4,245
8975,Banashankari,1886.0,3,205.0,3,30
8976,Jakkur,1880.0,4,110.0,3,118
8977,Hennur,1255.0,2,52.35,2,102
8978,Somasundara Palya,1140.0,2,46.0,2,216
8979,Electronic City Phase II,1025.0,2,29.6,2,80
8980,Whitefield,3453.0,4,247.0,4,239
8981,Kaikondrahalli,1250.0,2,78.0,2,128
8982,others,2400.0,3,108.0,4,245
8983,Jalahalli,1244.0,2,88.0,2,119
8984,Kengeri Satellite Town,1025.0,2,28.57,2,145
8985,Sarjapur  Road,1034.0,2,38.0,2,208
8986,Kengeri Satellite Town,1191.0,2,33.34,3,145
8987,Kasavanhalli,1719.0,3,71.0,3,139
8988,Hosa Road,1470.0,2,84.22,3,108
8989,Yelahanka,1140.0,2,50.66,2,241
8990,Harlur,1752.12,3,125.0,3,98
8991,Old Madras Road,2990.0,3,170.0,3,189
8992,Bannerghatta Road,1660.0,3,85.0,3,38
8993,Electronic City,1275.0,3,63.43,3,79
8994,Bommasandra Industrial Area,1365.0,3,52.81,3,53
8995,others,1200.0,2,90.0,3,245
8996,Kanakpura Road,2546.0,3,170.0,3,136
8997,Banashankari Stage VI,1392.0,3,69.46,3,34
8998,Whitefield,1245.0,2,59.76,2,239
8999,Yeshwanthpur,1162.0,2,64.08,2,244
9000,Singasandra,1476.0,2,73.0,3,215
9001,KR Puram,700.0,1,21.5,1,123
9002,others,3600.0,6,170.0,6,245
9003,Jigani,943.0,2,48.0,2,121
9004,Sarjapur  Road,1113.0,2,44.5,2,208
9005,Varthur,1615.0,3,69.43,3,231
9006,others,1279.0,2,100.0,2,245
9007,Sompura,1350.0,3,65.0,3,217
9008,others,1525.0,3,68.63,3,245
9009,Rajaji Nagar,1357.0,2,123.0,2,199
9010,Ardendale,1777.26,3,92.0,3,21
9011,Bisuvanahalli,845.0,2,32.0,2,50
9012,others,900.0,2,25.0,2,245
9013,Varthur,1210.0,2,64.15,2,231
9014,Electronic City Phase II,829.0,2,22.8,2,80
9015,Sarjapur  Road,1879.0,3,155.0,3,208
9016,Hosur Road,1250.0,2,50.0,3,111
9017,others,1200.0,2,35.0,4,245
9018,Marathahalli,1108.0,2,60.0,3,170
9019,Kanakpura Road,1401.0,3,69.0,3,136
9020,others,1185.0,2,42.66,2,245
9021,Green Glen Layout,1751.0,3,115.0,3,89
9022,Bannerghatta Road,1880.0,3,96.5,3,38
9023,Whitefield,1322.5,3,40.985,3,239
9024,Channasandra,1175.0,2,38.0,2,60
9025,Jalahalli,1407.0,2,98.49,2,119
9026,Yelachenahalli,1000.0,2,50.0,2,240
9027,Electronic City,1518.0,3,75.0,3,79
9028,others,3600.0,4,300.0,4,245
9029,Tumkur Road,1027.0,2,67.0,2,228
9030,Rajaji Nagar,1260.0,2,113.0,2,199
9031,Begur Road,1500.0,2,47.25,3,43
9032,Varthur,1737.0,2,57.32,3,231
9033,Hennur,3517.0,2,161.5,4,102
9034,others,1600.0,4,120.0,3,245
9035,Hegde Nagar,1500.0,3,135.0,3,101
9036,others,1120.0,2,60.0,2,245
9037,Hennur Road,1030.0,2,46.5,2,103
9038,Gubbalala,2500.0,6,88.0,6,90
9039,Kammasandra,1057.0,2,35.0,2,134
9040,Thanisandra,1460.0,2,38.5,2,223
9041,Hormavu,1075.0,2,53.7,2,107
9042,Mysore Road,1080.0,2,60.0,3,176
9043,others,5100.0,7,225.0,6,245
9044,Singasandra,1139.7,2,45.0,2,215
9045,Whitefield,1074.0,2,42.8,2,239
9046,Sarjapur  Road,2425.0,5,175.0,4,208
9047,Sarjapur  Road,1323.0,2,74.0,2,208
9048,Kalena Agrahara,900.0,2,40.0,2,129
9049,Sarjapura - Attibele Road,740.0,1,23.65,1,209
9050,others,1576.0,1,170.0,1,245
9051,Bannerghatta Road,1550.0,3,96.0,3,38
9052,Gunjur,1588.0,2,90.0,3,91
9053,Rajaji Nagar,2300.0,4,240.0,3,199
9054,others,1308.0,2,86.0,2,245
9055,Hennur,1340.0,2,54.27,3,102
9056,Thanisandra,1719.0,3,135.0,3,223
9057,Electronic City,1090.0,2,31.48,1,79
9058,Jakkur,1660.0,3,104.0,3,118
9059,Nagavara,1247.0,2,58.56,2,183
9060,Thanisandra,1595.0,3,96.0,3,223
9061,Kaggadasapura,1175.0,2,50.0,2,126
9062,Old Airport Road,1184.0,2,78.0,2,188
9063,others,1100.0,2,55.0,2,245
9064,Kaval Byrasandra,935.0,2,78.0,2,142
9065,Yelahanka,1200.0,2,60.0,2,241
9066,others,1000.0,2,45.0,2,245
9067,Uttarahalli,1000.0,2,52.0,2,230
9068,Yelahanka,1705.0,3,85.0,3,241
9069,Tumkur Road,1060.0,2,58.3,3,228
9070,others,1347.0,2,55.0,3,245
9071,Varthur,1402.0,2,95.0,2,231
9072,Whitefield,2280.0,4,125.0,3,239
9073,others,1225.0,2,71.05,2,245
9074,5th Phase JP Nagar,1080.0,2,53.0,2,6
9075,Begur Road,1100.0,2,42.6,2,43
9076,Sarjapur  Road,2500.0,4,225.0,4,208
9077,Bannerghatta Road,1200.0,2,78.0,2,38
9078,others,1200.0,3,78.0,2,245
9079,Kothanur,1581.0,3,76.0,3,155
9080,Whitefield,2882.0,5,200.0,4,239
9081,Abbigere,985.0,2,38.92,2,12
9082,Sarjapur,950.0,2,35.0,2,207
9083,others,1339.0,2,55.0,2,245
9084,others,1449.0,3,72.0,3,245
9085,others,1100.0,2,38.68,2,245
9086,Hoskote,1003.5,2,28.095,2,110
9087,Kaval Byrasandra,2700.0,3,200.0,3,142
9088,others,1100.0,2,55.0,2,245
9089,Electronic City,1140.0,2,32.92,2,79
9090,Sarjapur,3009.0,3,330.0,3,207
9091,Chandapura,800.0,1,30.0,2,59
9092,Chikkabanavar,2000.0,4,65.0,5,62
9093,others,1300.0,2,95.0,2,245
9094,Kanakpura Road,1220.0,2,60.0,2,136
9095,Sarjapur  Road,2289.0,3,178.0,3,208
9096,Whitefield,1170.0,2,56.0,2,239
9097,others,1350.0,2,89.5,2,245
9098,Thanisandra,1698.0,3,125.0,3,223
9099,Electronic City Phase II,2187.5,4,105.0,4,80
9100,Ambalipura,1060.0,2,58.5,2,14
9101,Somasundara Palya,1185.0,2,75.0,2,216
9102,Padmanabhanagar,2051.0,3,180.0,3,190
9103,Vittasandra,1404.0,2,72.0,2,238
9104,Electronic City Phase II,1252.0,2,67.0,2,80
9105,Bannerghatta Road,1885.0,3,125.0,3,38
9106,Kaikondrahalli,3381.0,6,225.0,6,128
9107,Hormavu,980.0,2,42.0,2,107
9108,Banashankari,1420.0,3,66.0,3,30
9109,others,2312.0,3,156.0,3,245
9110,Kaggadasapura,3000.0,4,130.0,4,126
9111,others,1175.0,2,70.0,2,245
9112,others,1145.0,2,51.0,2,245
9113,Bhoganhalli,970.0,2,52.5,2,47
9114,Whitefield,1639.5,3,92.63,3,239
9115,9th Phase JP Nagar,5000.0,4,300.0,4,10
9116,Ramagondanahalli,1635.0,3,57.0,3,201
9117,Harlur,3425.0,3,320.0,3,98
9118,Hennur Road,2950.0,4,253.0,4,103
9119,Jalahalli,1200.0,2,66.0,1,119
9120,Yeshwanthpur,1166.0,2,64.08,2,244
9121,Shivaji Nagar,1460.0,2,90.0,3,214
9122,others,1690.0,3,50.0,3,245
9123,others,1386.0,3,93.0,4,245
9124,others,1090.0,2,32.0,2,245
9125,Whitefield,1390.0,2,72.0,2,239
9126,Sector 2 HSR Layout,1095.0,2,85.41,2,210
9127,Kengeri,416.0,1,17.19,1,144
9128,others,2400.0,2,50.0,3,245
9129,Yelahanka,1350.0,2,85.0,3,241
9130,Bannerghatta Road,1453.0,2,73.0,3,38
9131,Thanisandra,1226.0,2,65.0,2,223
9132,Hegde Nagar,1168.0,2,68.0,3,101
9133,Bannerghatta,1776.0,3,124.0,3,37
9134,Whitefield,1634.0,3,68.0,3,239
9135,Hormavu,860.0,2,56.0,2,107
9136,Nagasandra,1650.0,3,95.0,3,182
9137,Whitefield,1190.0,2,70.0,2,239
9138,JP Nagar,1133.0,2,33.99,2,117
9139,others,1559.0,3,62.0,3,245
9140,Horamavu Banaswadi,1448.0,4,118.0,3,106
9141,Kodichikkanahalli,976.0,2,50.0,2,147
9142,Yelahanka,1633.0,3,110.0,3,241
9143,Ramagondanahalli,1151.0,2,46.0,2,201
9144,Kereguddadahalli,1400.0,2,42.0,3,146
9145,Uttarahalli,1037.0,2,36.0,2,230
9146,Thanisandra,1188.0,2,36.0,2,223
9147,others,1060.0,2,52.0,2,245
9148,Thigalarapalya,2215.0,4,162.0,3,224
9149,Harlur,2569.0,5,180.0,4,98
9150,ITPL,900.0,2,27.0,2,114
9151,Kudlu Gate,1183.0,2,79.54,2,157
9152,HSR Layout,1100.0,2,44.0,2,96
9153,GM Palaya,1643.0,2,70.0,3,83
9154,others,1500.0,2,120.0,3,245
9155,Jakkur,1291.0,2,75.0,2,118
9156,Hennur,1150.0,3,80.0,3,102
9157,others,1700.0,3,55.0,4,245
9158,Mahadevpura,1236.0,2,58.0,2,165
9159,Ramamurthy Nagar,1350.0,2,39.0,3,202
9160,Pai Layout,3800.0,6,175.0,6,191
9161,Haralur Road,4694.0,5,375.0,4,97
9162,Electronic City,1200.0,2,34.66,2,79
9163,Harlur,1225.0,2,56.0,2,98
9164,Thanisandra,1056.0,2,75.0,2,223
9165,9th Phase JP Nagar,1240.0,2,42.85,3,10
9166,Banashankari,1200.0,3,74.52,3,30
9167,Kudlu Gate,1850.0,3,110.0,3,157
9168,others,3150.0,4,180.0,4,245
9169,Naganathapura,1200.0,1,39.82,1,179
9170,Jigani,918.0,2,56.0,2,121
9171,others,1330.0,2,68.0,3,245
9172,Munnekollal,1540.0,2,70.0,3,174
9173,Lakshminarayana Pura,1200.0,2,80.0,2,162
9174,others,927.0,2,37.0,2,245
9175,Sarjapur,2585.5,4,115.0,4,207
9176,CV Raman Nagar,1400.0,2,78.0,3,57
9177,8th Phase JP Nagar,1510.0,2,80.0,2,9
9178,ITPL,1500.0,3,61.52,3,114
9179,Yelahanka,827.5,1,42.535,1,241
9180,Vidyaranyapura,1100.0,2,72.0,3,234
9181,others,1200.0,3,68.0,3,245
9182,Hormavu,2282.0,4,115.0,4,107
9183,others,760.0,2,37.49,2,245
9184,Sarjapur,2172.0,3,100.0,3,207
9185,others,3800.0,6,390.0,6,245
9186,8th Phase JP Nagar,3300.0,3,165.0,3,9
9187,Thubarahalli,1242.0,3,51.0,3,225
9188,Uttarahalli,1245.0,2,43.58,3,230
9189,Kadugodi,1088.0,2,44.0,2,125
9190,Sahakara Nagar,1200.0,2,46.0,2,204
9191,TC Palaya,1995.0,3,100.0,3,221
9192,Haralur Road,1309.0,2,82.0,2,97
9193,others,880.0,1,90.0,2,245
9194,others,1250.0,3,42.0,3,245
9195,5th Phase JP Nagar,1041.0,2,54.0,2,6
9196,Sarjapur  Road,1505.0,2,60.0,3,208
9197,Bannerghatta,1776.0,3,150.0,3,37
9198,Bellandur,1767.0,3,89.0,3,44
9199,Kengeri,1320.0,2,50.0,2,144
9200,others,1280.0,2,68.48,2,245
9201,Thanisandra,1245.0,2,83.05,2,223
9202,Haralur Road,1027.0,1,44.0,2,97
9203,others,1065.0,3,72.0,3,245
9204,Kannamangala,1814.0,3,129.0,3,137
9205,Ramagondanahalli,1610.0,2,112.0,3,201
9206,Kumaraswami Layout,850.0,1,78.0,1,158
9207,Kasavanhalli,1600.0,3,79.0,3,139
9208,others,3200.0,4,140.0,3,245
9209,others,1250.0,2,77.13,3,245
9210,others,1475.0,3,75.0,3,245
9211,Electronic City,1353.0,2,75.0,2,79
9212,others,2100.0,3,210.0,4,245
9213,Electronics City Phase 1,1750.0,3,58.0,3,81
9214,Sahakara Nagar,1270.0,2,96.0,2,204
9215,Battarahalli,2700.0,3,75.0,4,41
9216,Thanisandra,2695.0,4,188.0,4,223
9217,others,1330.0,3,65.0,3,245
9218,BTM 2nd Stage,1400.0,2,90.0,2,26
9219,Gubbalala,4000.0,5,195.0,4,90
9220,Kanakpura Road,1700.0,3,75.0,3,136
9221,Kasavanhalli,1585.0,2,90.0,2,139
9222,Kothanur,1385.0,3,67.0,3,155
9223,Electronic City,1128.0,2,67.0,2,79
9224,HSR Layout,1203.0,2,60.0,2,96
9225,Mallasandra,905.0,2,35.0,2,167
9226,Hennur Road,1450.0,3,79.0,3,103
9227,Varthur,1105.0,2,38.0,2,231
9228,Channasandra,1200.0,2,46.13,2,60
9229,Jalahalli,1530.0,2,89.0,3,119
9230,Whitefield,1105.0,2,35.4,2,239
9231,Dasarahalli,1333.0,2,78.56,2,69
9232,Hosur Road,1350.0,2,8.44,2,111
9233,Old Madras Road,1530.0,3,76.34,3,189
9234,Margondanahalli,1200.0,2,65.0,2,171
9235,Whitefield,1270.0,2,94.0,2,239
9236,Bellandur,1830.0,3,89.0,3,44
9237,Chandapura,900.0,2,35.0,2,59
9238,Attibele,2400.0,2,250.0,4,23
9239,others,7000.0,6,560.0,6,245
9240,Bannerghatta Road,1450.0,2,78.0,3,38
9241,others,1525.0,3,65.0,3,245
9242,Mahalakshmi Layout,1080.0,2,67.0,2,166
9243,others,1220.0,2,72.0,2,245
9244,Bommanahalli,1355.0,2,73.17,2,51
9245,others,1500.0,2,60.0,2,245
9246,Koramangala,1355.0,2,95.0,2,153
9247,Electronic City,1070.0,2,57.0,2,79
9248,CV Raman Nagar,1980.0,4,180.0,3,57
9249,Bommasandra,842.0,2,30.0,2,52
9250,Bannerghatta Road,700.0,1,31.2,1,38
9251,others,2500.0,4,65.0,3,245
9252,others,1884.0,3,95.0,3,245
9253,others,1100.0,2,75.0,2,245
9254,Thanisandra,1185.0,2,43.5,2,223
9255,Varthur,2145.0,3,170.0,3,231
9256,Whitefield,1220.0,2,89.0,2,239
9257,6th Phase JP Nagar,1192.0,2,75.0,2,7
9258,Marathahalli,1449.0,3,110.0,3,170
9259,Ardendale,2500.0,3,250.0,3,21
9260,Electronic City,1700.0,3,90.0,3,79
9261,Hebbal,1920.0,3,150.0,3,99
9262,others,1350.0,2,90.0,2,245
9263,others,4800.0,5,350.0,4,245
9264,others,1700.0,3,74.0,3,245
9265,Hoodi,1447.0,3,76.0,2,104
9266,Kanakpura Road,1329.0,2,107.0,2,136
9267,Sarjapur  Road,1314.0,2,70.44,3,208
9268,others,1200.0,3,110.0,3,245
9269,others,1576.0,2,80.0,3,245
9270,Vittasandra,1246.0,2,67.5,2,238
9271,Ganga Nagar,705.0,1,65.0,1,84
9272,Dasarahalli,1220.0,2,62.0,2,69
9273,Yelahanka New Town,1800.0,2,45.0,3,242
9274,Kaval Byrasandra,1400.0,3,75.0,3,142
9275,Kasavanhalli,1245.0,2,80.0,2,139
9276,others,1495.0,2,63.0,3,245
9277,Gollarapalya Hosahalli,996.0,2,36.5,2,87
9278,Yelahanka New Town,1000.0,2,44.0,2,242
9279,others,1250.0,2,75.0,2,245
9280,Thanisandra,1261.0,2,80.0,3,223
9281,Electronics City Phase 1,1080.0,2,46.0,2,81
9282,others,1230.0,2,50.0,2,245
9283,Kammasandra,982.0,2,25.53,2,134
9284,HSR Layout,1590.0,2,135.0,3,96
9285,Horamavu Agara,1220.0,2,39.0,2,105
9286,Green Glen Layout,1750.0,3,105.0,3,89
9287,Whitefield,1436.0,2,62.15,3,239
9288,Malleshwaram,1500.0,2,140.0,2,169
9289,Varthur,1560.0,3,90.0,3,231
9290,Whitefield,3758.0,3,300.0,3,239
9291,others,1275.0,2,59.0,2,245
9292,others,1040.0,2,36.4,2,245
9293,Bellandur,2400.0,3,115.0,3,44
9294,Kaggalipura,3150.0,5,212.0,4,127
9295,Karuna Nagar,1960.0,3,165.0,3,138
9296,JP Nagar,3200.0,5,309.0,4,117
9297,Yelahanka,1195.0,2,53.105,2,241
9298,Hosakerehalli,4500.0,5,145.0,5,109
9299,others,648.0,1,40.0,1,245
9300,Sarjapur  Road,2100.0,3,130.0,3,208
9301,Bommasandra,1365.0,3,52.82,3,52
9302,Yelahanka New Town,650.0,1,18.0,1,242
9303,Chandapura,1200.0,2,52.0,3,59
9304,Cooke Town,1100.0,2,90.0,2,65
9305,7th Phase JP Nagar,1075.0,2,57.0,3,8
9306,Banashankari,1100.0,2,63.0,2,30
9307,others,1320.0,2,58.0,3,245
9308,Kammasandra,1500.0,3,65.0,3,134
9309,Bisuvanahalli,1075.0,2,32.0,3,50
9310,others,1480.0,3,75.48,3,245
9311,others,500.0,1,13.0,1,245
9312,Kaikondrahalli,1200.0,4,125.0,4,128
9313,Kanakpura Road,1041.0,2,36.44,2,136
9314,others,1128.0,2,48.4,2,245
9315,Hosur Road,1685.0,3,90.0,3,111
9316,others,1180.0,2,65.0,2,245
9317,others,1200.0,2,60.0,2,245
9318,others,1250.0,3,39.5,3,245
9319,others,1000.0,2,45.0,2,245
9320,Varthur,1760.0,2,85.0,2,231
9321,others,975.0,2,55.0,2,245
9322,others,1190.0,2,42.0,2,245
9323,Kudlu,1110.0,2,46.0,2,156
9324,Gunjur,1235.0,2,44.5,2,91
9325,others,1275.0,2,55.0,2,245
9326,others,1115.0,2,115.0,2,245
9327,Harlur,1197.0,2,76.0,2,98
9328,Begur Road,644.0,1,32.0,1,43
9329,Bellandur,1251.0,2,47.0,2,44
9330,Neeladri Nagar,1105.0,2,30.0,2,185
9331,others,1080.0,2,38.0,2,245
9332,Kudlu,2100.0,3,114.0,4,156
9333,NRI Layout,1731.0,3,64.11,3,178
9334,Hormavu,1206.0,2,55.0,2,107
9335,Choodasandra,1560.0,3,78.0,3,64
9336,7th Phase JP Nagar,750.0,1,47.0,1,8
9337,Billekahalli,1035.0,2,90.0,2,48
9338,Sarjapur  Road,702.0,1,35.8,1,208
9339,Attibele,1700.0,3,65.0,3,23
9340,HRBR Layout,1145.0,2,68.5,2,95
9341,Ramamurthy Nagar,1208.0,2,43.5,3,202
9342,Brookefield,1589.0,3,74.0,3,55
9343,Yelahanka New Town,1426.0,2,61.5,3,242
9344,Green Glen Layout,1885.0,3,135.0,3,89
9345,Old Madras Road,935.0,2,37.77,2,189
9346,Old Madras Road,1171.0,2,73.0,2,189
9347,Singasandra,1465.0,2,60.0,2,215
9348,Budigere,1820.0,3,95.0,3,56
9349,Raja Rajeshwari Nagar,1580.0,2,66.85,3,198
9350,Whitefield,1452.0,2,46.29,3,239
9351,Hennur Road,1445.0,2,89.56,3,103
9352,others,1170.0,2,39.0,2,245
9353,others,1070.0,2,50.0,2,245
9354,Rachenahalli,2600.0,3,160.0,3,197
9355,others,1532.0,3,59.75,3,245
9356,others,1150.0,2,46.0,2,245
9357,Jakkur,1473.0,2,85.0,2,118
9358,Kathriguppe,1350.0,3,80.99,3,141
9359,CV Raman Nagar,1980.0,4,166.0,3,57
9360,Hoodi,1660.0,3,128.0,3,104
9361,Chamrajpet,650.0,2,45.0,2,58
9362,Neeladri Nagar,4000.0,5,425.0,5,185
9363,others,1495.0,3,90.0,3,245
9364,R.T. Nagar,1080.0,2,48.0,2,196
9365,Electronic City,1521.0,2,57.5,3,79
9366,others,1053.0,2,51.0,2,245
9367,Begur,2400.0,3,12.0,3,42
9368,others,1250.0,3,39.0,3,245
9369,others,1200.0,2,75.0,4,245
9370,Uttarahalli,1000.0,2,39.5,2,230
9371,Bannerghatta Road,1630.0,3,68.0,3,38
9372,Kammasandra,985.0,2,40.5,2,134
9373,BTM 2nd Stage,1200.0,2,70.0,2,26
9374,Ambalipura,1650.0,3,100.0,3,14
9375,Mico Layout,1670.0,3,59.0,3,173
9376,Sarjapur  Road,1240.0,4,110.0,4,208
9377,others,1000.0,2,60.0,2,245
9378,others,830.0,2,26.0,2,245
9379,Ramagondanahalli,1200.0,3,56.1,3,201
9380,Nagarbhavi,1635.0,3,85.0,3,181
9381,HSR Layout,1120.0,2,70.0,2,96
9382,others,2750.0,6,200.0,6,245
9383,Sector 7 HSR Layout,1760.0,3,185.0,3,211
9384,Harlur,2137.0,3,110.0,3,98
9385,Hennur Road,973.0,2,50.74,2,103
9386,Electronic City,750.0,1,35.0,1,79
9387,Kambipura,883.0,2,49.0,2,132
9388,Ramagondanahalli,2787.0,5,220.0,4,201
9389,others,1470.0,2,60.0,3,245
9390,Electronics City Phase 1,891.0,2,24.95,2,81
9391,others,1275.0,2,76.0,2,245
9392,Kothanur,1787.0,3,120.0,3,155
9393,8th Phase JP Nagar,1730.0,5,75.0,5,9
9394,Sarjapur  Road,1320.0,2,110.0,2,208
9395,Yeshwanthpur,1692.0,3,108.0,3,244
9396,Bannerghatta Road,1400.0,3,69.0,3,38
9397,Whitefield,1370.0,2,56.0,2,239
9398,others,1602.0,3,56.0,3,245
9399,others,793.0,1,40.0,1,245
9400,GM Palaya,675.0,1,35.0,1,83
9401,Chikka Tirupathi,3250.0,4,136.0,4,61
9402,Whitefield,1050.0,2,43.0,2,239
9403,Jalahalli East,1035.0,2,42.5,2,120
9404,Sarjapur  Road,1200.0,2,44.0,3,208
9405,Sarjapur  Road,1800.0,3,128.0,3,208
9406,Green Glen Layout,1625.0,3,70.0,3,89
9407,Electronics City Phase 1,1032.0,2,31.99,2,81
9408,Whitefield,1496.0,2,71.81,3,239
9409,others,1100.0,2,38.0,2,245
9410,Kundalahalli,1500.0,3,50.0,3,159
9411,Electronic City Phase II,1125.0,2,32.63,2,80
9412,others,1555.0,3,73.0,3,245
9413,Amruthahalli,1025.0,2,42.0,2,16
9414,others,1630.0,2,130.0,3,245
9415,Arekere,900.0,2,44.5,2,22
9416,Yelahanka,1355.0,2,75.0,3,241
9417,Akshaya Nagar,1200.0,2,45.0,2,13
9418,others,1563.0,3,63.0,3,245
9419,others,1344.0,4,84.0,4,245
9420,5th Phase JP Nagar,812.0,2,42.0,2,6
9421,Basaveshwara Nagar,1200.0,2,70.0,2,40
9422,Yelahanka,3175.0,4,156.0,4,241
9423,Marathahalli,1360.0,2,101.0,2,170
9424,Rachenahalli,1756.0,3,110.0,3,197
9425,8th Phase JP Nagar,1296.0,2,51.83,3,9
9426,Anandapura,1141.0,2,50.0,2,17
9427,Electronic City,1210.0,2,55.0,2,79
9428,Hormavu,1310.0,2,67.0,2,107
9429,Magadi Road,1187.0,2,55.195,3,164
9430,Gubbalala,1745.0,3,140.0,3,90
9431,Raja Rajeshwari Nagar,1050.0,2,37.0,2,198
9432,Electronic City Phase II,1140.0,2,34.0,2,80
9433,Varthur,1210.0,2,54.0,2,231
9434,Kasavanhalli,2035.0,3,142.0,3,139
9435,Sarjapur,633.0,1,17.09,1,207
9436,Amruthahalli,485.0,1,19.5,1,16
9437,others,1200.0,2,82.0,2,245
9438,Sarjapur  Road,2275.0,4,187.0,3,208
9439,others,1419.0,3,85.0,3,245
9440,others,1195.0,2,42.4,2,245
9441,Thanisandra,1884.0,4,117.0,3,223
9442,Bannerghatta Road,905.0,2,58.0,2,38
9443,JP Nagar,1500.0,2,108.0,3,117
9444,others,850.0,1,50.0,1,245
9445,Tindlu,1165.0,2,59.8,2,227
9446,others,933.0,2,55.0,2,245
9447,Hennur Road,1305.0,2,77.0,3,103
9448,Billekahalli,1125.0,2,65.0,2,48
9449,others,865.0,2,33.0,2,245
9450,Jigani,1245.0,3,66.0,3,121
9451,Kalyan nagar,8840.0,2,300.0,2,131
9452,others,1145.0,2,60.0,3,245
9453,AECS Layout,2000.0,3,90.0,3,11
9454,Hosa Road,625.0,1,43.68,1,108
9455,Kundalahalli,1724.0,3,128.0,3,159
9456,Sarjapur  Road,1270.0,2,54.0,3,208
9457,others,1250.0,3,39.5,3,245
9458,Jakkur,1485.0,3,72.0,3,118
9459,others,823.0,2,80.0,2,245
9460,7th Phase JP Nagar,990.0,2,50.0,2,8
9461,Kadubeesanahalli,1140.0,2,78.0,2,124
9462,Yelahanka,1756.0,3,125.0,3,241
9463,others,1025.0,2,48.0,2,245
9464,Whitefield,1216.0,2,72.0,2,239
9465,Sarjapur  Road,1026.0,2,60.8,2,208
9466,Sarjapur  Road,3335.0,4,300.0,4,208
9467,Kodichikkanahalli,2700.0,4,125.0,5,147
9468,Begur,1411.0,2,60.0,3,42
9469,Kanakpura Road,1320.0,2,39.6,3,136
9470,Bannerghatta,1320.0,2,50.0,2,37
9471,Kalena Agrahara,1804.0,3,155.0,3,129
9472,Banjara Layout,1200.0,4,105.0,4,36
9473,Hebbal,2375.0,4,189.0,4,99
9474,others,1750.0,3,120.0,3,245
9475,TC Palaya,1152.0,2,55.0,2,221
9476,Thanisandra,965.0,2,54.0,2,223
9477,Lingadheeranahalli,1684.0,3,120.0,3,163
9478,Hennur Road,1672.0,3,86.0,3,103
9479,Panathur,1075.0,2,60.0,2,192
